Longitude,Latitude,Actual_UHI,Predicted_UHI,Correct
-70.64651333,-33.37540667,High,High,True
-70.64620333,-33.37536333,High,High,True
-70.64603667,-33.37501,Medium,High,False
-70.64591,-33.37470667,Medium,Medium,True
-70.64579167,-33.374425,Medium,High,False
-70.645685,-33.374175,Medium,High,False
-70.64558,-33.37393,Medium,Medium,True
-70.64546,-33.37365333,Medium,High,False
-70.64531333,-33.37334167,Medium,High,False
-70.64522,-33.37308833,Medium,Medium,True
-70.64511667,-33.37284167,Medium,High,False
-70.64502833,-33.37259,Medium,High,False
-70.64493667,-33.37234833,Medium,High,False
-70.64465833,-33.37211333,Medium,High,False
-70.644065,-33.37220667,Medium,Low,False
-70.643605,-33.37227,High,High,True
-70.64325667,-33.37230833,High,High,True
-70.64291,-33.37235,High,High,True
-70.64243167,-33.37241833,High,High,True
-70.64189833,-33.37243167,High,Low,False
-70.64172667,-33.37210333,High,Low,False
-70.64165333,-33.37185333,High,High,True
-70.641505,-33.37145167,High,High,True
-70.64133333,-33.37103667,High,High,True
-70.64122333,-33.37072833,High,High,True
-70.64113333,-33.37041667,High,High,True
-70.64103833,-33.37009,High,High,True
-70.64093667,-33.36980667,High,High,True
-70.640835,-33.36951333,High,High,True
-70.64072167,-33.36920333,Medium,High,False
-70.64050833,-33.36897667,Medium,High,False
-70.64025333,-33.36876667,Medium,High,False
-70.63973333,-33.36802333,Medium,High,False
-70.63959833,-33.367675,Medium,High,False
-70.63948833,-33.36737333,Medium,High,False
-70.63939167,-33.36712,Medium,High,False
-70.63925,-33.36674,Medium,High,False
-70.63921333,-33.36634833,Medium,High,False
-70.63911,-33.36604333,Medium,High,False
-70.63901167,-33.36574833,Medium,High,False
-70.63888333,-33.365425,Medium,High,False
-70.63863167,-33.365135,Medium,High,False
-70.63838833,-33.36491833,Medium,High,False
-70.638155,-33.36472833,Medium,High,False
-70.63789,-33.36450667,Medium,High,False
-70.637535,-33.36419333,Medium,High,False
-70.63716667,-33.363885,Medium,High,False
-70.63689667,-33.36367333,High,High,True
-70.63667,-33.3635,High,Medium,False
-70.63643,-33.3633,High,High,True
-70.63620833,-33.36310833,High,High,True
-70.63592667,-33.36291,High,High,True
-70.635625,-33.36312,High,High,True
-70.63539167,-33.36332833,High,High,True
-70.63514333,-33.36354667,High,High,True
-70.634895,-33.36376167,High,High,True
-70.63465167,-33.36397167,High,High,True
-70.63435667,-33.364225,High,High,True
-70.6341,-33.36444667,High,High,True
-70.63384167,-33.36467333,High,High,True
-70.63358,-33.36488333,High,High,True
-70.63325833,-33.36498667,High,High,True
-70.63315167,-33.36527833,Medium,High,False
-70.633275,-33.36553167,Medium,High,False
-70.63339167,-33.36579833,Medium,High,False
-70.63350833,-33.36607,Medium,High,False
-70.63362833,-33.36634333,Medium,High,False
-70.63375333,-33.366635,Medium,High,False
-70.63388667,-33.36693667,Medium,High,False
-70.63402833,-33.36725667,Medium,High,False
-70.634175,-33.36758167,Medium,High,False
-70.63431167,-33.36791667,Medium,High,False
-70.63444333,-33.36824833,Medium,High,False
-70.63456833,-33.36855833,Medium,Medium,True
-70.634705,-33.36888667,Medium,High,False
-70.63483167,-33.36920833,Medium,High,False
-70.63497,-33.36953333,High,Medium,False
-70.63508833,-33.36982833,Medium,Medium,True
-70.63520167,-33.37012,Medium,Medium,True
-70.63532333,-33.37041167,High,High,True
-70.63543,-33.37068,High,High,True
-70.63552833,-33.370935,High,High,True
-70.63563667,-33.37119167,High,High,True
-70.63574167,-33.37146,High,High,True
-70.63585833,-33.371745,High,Medium,False
-70.63596833,-33.37205,High,Medium,False
-70.63608833,-33.37235333,High,High,True
-70.63621833,-33.37264833,High,High,True
-70.63633833,-33.37295833,High,High,True
-70.636455,-33.37326,High,High,True
-70.636555,-33.37352,High,High,True
-70.63667667,-33.37382,High,High,True
-70.63681833,-33.374125,High,High,True
-70.63694667,-33.374435,Medium,High,False
-70.637075,-33.37474667,Medium,High,False
-70.63722167,-33.37506,Medium,High,False
-70.63734,-33.37535,High,High,True
-70.637455,-33.37564,Medium,High,False
-70.63756833,-33.37597667,Medium,High,False
-70.637705,-33.37631,High,High,True
-70.63783,-33.37664167,High,High,True
-70.63795833,-33.37696167,High,High,True
-70.63808167,-33.37726,High,High,True
-70.63820667,-33.37757333,High,High,True
-70.63837,-33.377895,High,High,True
-70.63854,-33.37828,High,High,True
-70.63865833,-33.378545,High,High,True
-70.63878333,-33.37884167,High,High,True
-70.638915,-33.37913167,High,High,True
-70.63903167,-33.379415,High,High,True
-70.63920667,-33.37983833,High,High,True
-70.63930167,-33.38012167,High,High,True
-70.63942333,-33.38042667,High,High,True
-70.63952167,-33.38069167,High,High,True
-70.63962667,-33.380975,High,High,True
-70.63974667,-33.38126167,High,High,True
-70.639855,-33.38153333,High,High,True
-70.63996333,-33.38182333,High,High,True
-70.64007,-33.38212333,High,High,True
-70.64018833,-33.382405,High,High,True
-70.64032167,-33.38263833,High,High,True
-70.64055667,-33.38299167,High,High,True
-70.640665,-33.38330167,High,High,True
-70.64071,-33.38357833,High,High,True
-70.64077333,-33.383885,High,High,True
-70.640875,-33.38419333,High,High,True
-70.64103,-33.38451833,High,High,True
-70.64115833,-33.38481667,High,High,True
-70.64128667,-33.38509167,High,High,True
-70.6414,-33.38536,High,High,True
-70.64152,-33.385645,Medium,High,False
-70.641655,-33.385945,High,High,True
-70.641785,-33.38625333,High,High,True
-70.64190833,-33.38656667,High,High,True
-70.64203333,-33.38688333,High,High,True
-70.64215333,-33.387175,High,Medium,False
-70.64227833,-33.38746833,Medium,Low,False
-70.642325,-33.38772167,Medium,Medium,True
-70.642315,-33.38799833,Medium,Medium,True
-70.64235333,-33.38837333,Medium,High,False
-70.64261833,-33.38847667,Medium,High,False
-70.642895,-33.38832667,High,High,True
-70.64319167,-33.38815667,Medium,High,False
-70.643485,-33.38800167,High,Medium,False
-70.643765,-33.38787333,Medium,High,False
-70.64403667,-33.38774833,High,High,True
-70.64432,-33.38759833,High,High,True
-70.64462,-33.38744167,High,High,True
-70.64494167,-33.38727667,High,High,True
-70.64527,-33.38711167,Medium,High,False
-70.64559333,-33.386955,Medium,High,False
-70.64590833,-33.38678333,Medium,High,False
-70.646215,-33.38662,Medium,High,False
-70.64654333,-33.38645333,Medium,High,False
-70.646845,-33.38629333,Medium,High,False
-70.64715167,-33.38613333,Medium,High,False
-70.64745667,-33.38596667,Medium,High,False
-70.64774,-33.38581667,Medium,High,False
-70.648015,-33.38568,High,High,True
-70.64833167,-33.38553,Medium,High,False
-70.64864667,-33.38536667,High,High,True
-70.64897,-33.38520333,High,High,True
-70.64927167,-33.38505667,Medium,High,False
-70.64960667,-33.38486833,High,High,True
-70.649895,-33.38471,High,High,True
-70.65030833,-33.38463,High,High,True
-70.650615,-33.38461,High,High,True
-70.65094167,-33.38458667,High,High,True
-70.65127167,-33.38455333,High,High,True
-70.65159333,-33.38453167,High,High,True
-70.65201167,-33.38449667,Medium,High,False
-70.65234667,-33.384475,Medium,High,False
-70.65269,-33.38446167,Medium,High,False
-70.65304667,-33.38444167,High,Medium,False
-70.65340833,-33.38442,Medium,High,False
-70.65377167,-33.38441667,Medium,Medium,True
-70.65414333,-33.38439833,Medium,Medium,True
-70.65449,-33.38436333,High,High,True
-70.65485667,-33.38448167,High,Medium,False
-70.65524333,-33.38444833,High,High,True
-70.65559167,-33.38442667,High,High,True
-70.65595667,-33.38440333,Medium,High,False
-70.65631,-33.38438167,Medium,High,False
-70.656655,-33.384355,Medium,High,False
-70.657005,-33.38432667,Medium,High,False
-70.65732667,-33.38431333,Medium,High,False
-70.65766833,-33.38428667,Medium,High,False
-70.65803667,-33.38425667,Medium,High,False
-70.65838,-33.38424167,Medium,Medium,True
-70.65876167,-33.38421667,Medium,High,False
-70.659085,-33.38419167,Medium,High,False
-70.65944667,-33.38417333,Medium,High,False
-70.65982333,-33.38414667,Medium,Low,False
-70.66018,-33.384125,High,High,True
-70.66051333,-33.38409333,Medium,Medium,True
-70.660935,-33.38408,High,Low,False
-70.66131667,-33.38405167,High,High,True
-70.66171167,-33.38401333,High,High,True
-70.66208667,-33.384,High,Medium,False
-70.66245167,-33.38396667,High,High,True
-70.662805,-33.383935,High,High,True
-70.66317667,-33.38391667,High,High,True
-70.66355167,-33.383905,Medium,High,False
-70.66396667,-33.383885,Medium,Medium,True
-70.66434667,-33.38385,High,High,True
-70.66469333,-33.38382,High,High,True
-70.66502,-33.38381333,High,High,True
-70.665345,-33.38381,Medium,High,False
-70.66566333,-33.38379667,Medium,High,False
-70.66598833,-33.383765,Medium,High,False
-70.66632,-33.38374167,Medium,High,False
-70.66667333,-33.38371833,Medium,Medium,True
-70.66700667,-33.38367333,High,High,True
-70.66779667,-33.38348667,Medium,High,False
-70.66833667,-33.38358833,Medium,High,False
-70.66864833,-33.383645,Medium,High,False
-70.66896,-33.383695,Medium,High,False
-70.66926833,-33.38375333,Medium,High,False
-70.66957333,-33.3838,Medium,High,False
-70.66987333,-33.38385,Medium,Low,False
-70.67018833,-33.38389833,Medium,High,False
-70.67050667,-33.38394,Medium,High,False
-70.67082833,-33.38399333,Medium,High,False
-70.67115167,-33.38406,High,High,True
-70.67147667,-33.38410667,High,High,True
-70.67190333,-33.38452667,High,Medium,False
-70.67185,-33.38478167,High,High,True
-70.67179833,-33.385035,Medium,High,False
-70.67173167,-33.38529333,Medium,High,False
-70.67166,-33.38555333,Medium,High,False
-70.67159333,-33.38581167,Medium,High,False
-70.67152,-33.38606833,Medium,High,False
-70.67145167,-33.38642333,Medium,High,False
-70.671385,-33.38668833,Medium,High,False
-70.67131833,-33.38694833,Medium,Medium,True
-70.67124667,-33.387215,Medium,High,False
-70.67118,-33.387475,Medium,High,False
-70.67111333,-33.387745,Medium,Low,False
-70.67104667,-33.38804333,Medium,High,False
-70.67097,-33.38835,Medium,Low,False
-70.67091,-33.38862833,Medium,Medium,True
-70.67083167,-33.38894667,Medium,High,False
-70.67077167,-33.38920333,Medium,Medium,True
-70.67067833,-33.38953667,Medium,High,False
-70.67058333,-33.38985333,Medium,Medium,True
-70.67088,-33.39008,Medium,High,False
-70.67121667,-33.39014333,High,High,True
-70.67152833,-33.390195,High,High,True
-70.67185167,-33.39025,High,High,True
-70.672155,-33.390305,High,High,True
-70.67246333,-33.39039,High,High,True
-70.672815,-33.39052,High,High,True
-70.67312167,-33.39063833,High,High,True
-70.67343333,-33.390775,Medium,High,False
-70.67373167,-33.39089667,Medium,High,False
-70.67403333,-33.39102833,High,High,True
-70.674315,-33.39115333,High,High,True
-70.67506,-33.39080667,High,High,True
-70.675275,-33.39058833,High,High,True
-70.67548667,-33.39034,Medium,High,False
-70.67568833,-33.39007833,Medium,High,False
-70.67590333,-33.38982333,Medium,High,False
-70.676115,-33.38957,High,High,True
-70.67631333,-33.38931833,High,High,True
-70.67652333,-33.38905833,High,High,True
-70.67673167,-33.3888,High,High,True
-70.67694,-33.38853667,High,High,True
-70.67714667,-33.38827667,High,High,True
-70.67735833,-33.388015,Medium,High,False
-70.67757167,-33.38775833,High,High,True
-70.677775,-33.38751167,High,High,True
-70.677985,-33.387255,High,High,True
-70.67819,-33.38700167,High,High,True
-70.678375,-33.38677167,Medium,High,False
-70.67857167,-33.386525,Medium,High,False
-70.67876333,-33.38629833,Medium,High,False
-70.67894667,-33.38608667,Medium,High,False
-70.679125,-33.38587667,Medium,High,False
-70.6793,-33.38564667,Medium,High,False
-70.67948333,-33.38541333,High,High,True
-70.679665,-33.38519167,High,High,True
-70.68012,-33.38464833,High,High,True
-70.68034333,-33.38441333,High,High,True
-70.68057167,-33.38414667,High,High,True
-70.68082,-33.383875,High,High,True
-70.68109333,-33.383565,High,High,True
-70.68138167,-33.38326667,High,High,True
-70.68164833,-33.38297167,High,High,True
-70.68189,-33.38267,High,High,True
-70.68209833,-33.38236667,High,Medium,False
-70.68230833,-33.38207,High,Medium,False
-70.682485,-33.381775,High,High,True
-70.68264667,-33.38145833,High,High,True
-70.68279167,-33.38114333,High,High,True
-70.682935,-33.38081833,High,High,True
-70.68303667,-33.38050333,Medium,High,False
-70.68315167,-33.38021667,Medium,High,False
-70.683245,-33.37991167,Medium,High,False
-70.68332333,-33.379605,Medium,Low,False
-70.68340833,-33.37931167,Medium,High,False
-70.68349167,-33.379025,Medium,High,False
-70.68355667,-33.37875,Medium,Medium,True
-70.68362833,-33.37849,High,High,True
-70.683695,-33.37825333,High,High,True
-70.68376167,-33.37795167,Medium,High,False
-70.683825,-33.37763833,Medium,High,False
-70.68393833,-33.37734667,Medium,High,False
-70.68408833,-33.377075,Medium,High,False
-70.68429,-33.37680667,Medium,High,False
-70.684485,-33.37652667,Medium,High,False
-70.68468,-33.37625667,Medium,High,False
-70.68486333,-33.37599,Medium,High,False
-70.68505167,-33.37572,Medium,High,False
-70.685245,-33.37543667,Medium,High,False
-70.685445,-33.37515333,Medium,High,False
-70.68564,-33.37487167,Medium,High,False
-70.68580333,-33.37459,Medium,High,False
-70.685955,-33.37432,Medium,High,False
-70.686085,-33.37409333,Medium,Medium,True
-70.68626167,-33.373775,High,High,True
-70.68642167,-33.37351167,High,High,True
-70.68658333,-33.37325333,High,High,True
-70.686725,-33.37299,High,High,True
-70.68687333,-33.37272,Medium,High,False
-70.68702667,-33.37244833,Medium,High,False
-70.68716167,-33.37216667,Medium,High,False
-70.68731833,-33.37188667,Medium,High,False
-70.68748167,-33.37161167,Medium,High,False
-70.68766,-33.37128333,Medium,High,False
-70.68781,-33.37100667,High,High,True
-70.687935,-33.37070167,High,High,True
-70.68805333,-33.37038667,High,High,True
-70.68816333,-33.37008333,High,High,True
-70.68826667,-33.369795,High,High,True
-70.688455,-33.36924333,High,High,True
-70.688565,-33.368945,High,Medium,False
-70.68867333,-33.36862667,High,High,True
-70.68879,-33.36830333,High,High,True
-70.688895,-33.36797833,High,High,True
-70.68902,-33.36767333,High,Medium,False
-70.689105,-33.36738,High,High,True
-70.68915167,-33.36708167,High,High,True
-70.68911,-33.36644333,High,High,True
-70.68905,-33.36605667,High,High,True
-70.68899,-33.36567667,High,High,True
-70.68897833,-33.36536167,High,High,True
-70.6891,-33.36506667,High,High,True
-70.68920333,-33.36476333,High,High,True
-70.68928167,-33.36444167,High,High,True
-70.68934833,-33.36413667,Medium,High,False
-70.68894833,-33.36355833,Medium,High,False
-70.689005,-33.36329167,Medium,High,False
-70.68911167,-33.363005,Medium,High,False
-70.68922667,-33.36272167,Medium,High,False
-70.68934667,-33.362425,Medium,High,False
-70.68946833,-33.36212667,Medium,High,False
-70.68959167,-33.36182833,Medium,High,False
-70.68971667,-33.36152833,Medium,High,False
-70.689825,-33.36123833,Medium,High,False
-70.68993,-33.36094833,Medium,High,False
-70.69003333,-33.360665,Medium,High,False
-70.69014,-33.36039,Medium,High,False
-70.69024833,-33.360075,Medium,High,False
-70.69008333,-33.35979833,Medium,High,False
-70.68964167,-33.35977833,Medium,High,False
-70.68928333,-33.35983333,High,High,True
-70.68897333,-33.35985833,High,High,True
-70.688625,-33.35989833,Medium,High,False
-70.68829167,-33.35993667,Medium,Medium,True
-70.68796833,-33.35996333,High,High,True
-70.68759667,-33.36000333,High,High,True
-70.68728,-33.36002833,High,High,True
-70.68687,-33.36006667,High,High,True
-70.68653167,-33.36010667,High,High,True
-70.68611167,-33.360105,High,High,True
-70.68581667,-33.36014,High,High,True
-70.68544167,-33.36007333,High,High,True
-70.68538333,-33.35978167,High,High,True
-70.685345,-33.35933333,High,High,True
-70.68504333,-33.359185,High,High,True
-70.68462,-33.35924333,High,Medium,False
-70.68417333,-33.35928667,High,High,True
-70.68383167,-33.35931667,High,High,True
-70.68349167,-33.35934833,High,High,True
-70.68318167,-33.35937667,High,High,True
-70.68285667,-33.35939833,High,High,True
-70.68227167,-33.35918333,High,High,True
-70.68233333,-33.35892167,High,Medium,False
-70.68238833,-33.35864667,High,High,True
-70.68246333,-33.358395,High,High,True
-70.682685,-33.35819667,High,High,True
-70.66718,-33.38361833,High,High,True
-70.76745917,-33.436495,Medium,Medium,True
-70.75187167,-33.42233417,High,Medium,False
-70.75311389,-33.41691694,High,High,True
-70.75390271,-33.41365542,High,High,True
-70.75417208,-33.41365333,High,High,True
-70.75433708,-33.41364583,High,High,True
-70.75456042,-33.41365792,High,High,True
-70.75480458,-33.41364167,High,High,True
-70.75986222,-33.41376069,High,High,True
-70.76512175,-33.41466925,High,High,True
-70.76518333,-33.418055,High,High,True
-70.76016729,-33.41394479,High,High,True
-70.74573336,-33.41151411,Medium,High,False
-70.74546583,-33.40592778,High,High,True
-70.7466825,-33.39998375,High,High,True
-70.74672646,-33.39977396,High,Low,False
-70.72800944,-33.40637389,Medium,High,False
-70.72384292,-33.41028083,Medium,High,False
-70.72371264,-33.4104766,Medium,High,False
-70.72187986,-33.41229681,High,High,True
-70.71619819,-33.41509681,High,Low,False
-70.71629778,-33.41574609,High,High,True
-70.71795458,-33.42160889,High,Medium,False
-70.7189775,-33.42553583,Medium,High,False
-70.72025542,-33.43047528,Medium,High,False
-70.71973208,-33.43690417,Medium,High,False
-70.71964874,-33.43745531,High,High,True
-70.7195875,-33.43795,High,Medium,False
-70.71954571,-33.44371313,High,High,True
-70.72296208,-33.44421208,Medium,High,False
-70.73854312,-33.4446075,High,High,True
-70.73734063,-33.44598938,High,High,True
-70.72819375,-33.45058208,Medium,High,False
-70.72318167,-33.45183833,High,High,True
-70.76815333,-33.439525,Medium,High,False
-70.76808667,-33.439195,Medium,High,False
-70.768015,-33.43888667,Medium,High,False
-70.76794667,-33.43859,Medium,High,False
-70.767855,-33.43825167,Medium,High,False
-70.767765,-33.43788667,Medium,High,False
-70.76768,-33.4375,Medium,High,False
-70.76758833,-33.43712167,Medium,High,False
-70.767515,-33.43677833,Medium,High,False
-70.76741667,-33.43628,High,High,True
-70.76733,-33.43597,High,High,True
-70.76725167,-33.43561167,Medium,High,False
-70.76714167,-33.435285,Medium,Medium,True
-70.767065,-33.43498833,Medium,High,False
-70.76699833,-33.43467167,Medium,High,False
-70.76692833,-33.434355,Medium,Medium,True
-70.76684167,-33.43404667,Medium,High,False
-70.76672,-33.4337,Medium,High,False
-70.76662667,-33.43340167,Medium,High,False
-70.76654667,-33.43316833,Medium,Low,False
-70.76640833,-33.43291167,Medium,High,False
-70.76623667,-33.43252167,Medium,High,False
-70.76607833,-33.43218333,High,High,True
-70.76594833,-33.43189333,High,Low,False
-70.76578,-33.431545,High,High,True
-70.76562333,-33.43119667,Medium,High,False
-70.76549333,-33.43090333,High,High,True
-70.76540167,-33.43052833,High,High,True
-70.765305,-33.43021167,High,Medium,False
-70.76521333,-33.429905,High,High,True
-70.765085,-33.42964167,High,High,True
-70.76484167,-33.429245,High,High,True
-70.764755,-33.42901,High,High,True
-70.76464333,-33.42866667,High,High,True
-70.76454833,-33.428315,High,High,True
-70.76445667,-33.42803833,High,High,True
-70.76435833,-33.42771,High,High,True
-70.76427333,-33.42739167,High,Low,False
-70.764025,-33.427275,High,High,True
-70.763625,-33.42743833,High,High,True
-70.76318667,-33.42764833,High,High,True
-70.76262833,-33.42777333,High,High,True
-70.762075,-33.4278,High,Low,False
-70.76157667,-33.42780667,Medium,High,False
-70.76111333,-33.427765,Medium,High,False
-70.76057833,-33.427655,High,High,True
-70.76005167,-33.42754667,High,High,True
-70.75951333,-33.42751,High,Medium,False
-70.75893167,-33.42750333,High,High,True
-70.75857833,-33.42749167,Medium,High,False
-70.75818333,-33.42746333,Medium,High,False
-70.75769833,-33.427425,High,High,True
-70.75722333,-33.42740333,High,High,True
-70.75674333,-33.42742667,Medium,High,False
-70.75629667,-33.42746667,Medium,High,False
-70.755855,-33.427515,Medium,High,False
-70.755455,-33.42759667,High,High,True
-70.75507333,-33.427775,High,High,True
-70.75475667,-33.42793667,High,High,True
-70.754445,-33.42804667,High,High,True
-70.754065,-33.4281,High,Low,False
-70.75364167,-33.42816333,High,High,True
-70.75321,-33.428205,High,High,True
-70.75273833,-33.42824833,High,High,True
-70.75232333,-33.42831167,High,High,True
-70.75199833,-33.428515,High,High,True
-70.75165,-33.42871333,High,High,True
-70.75127833,-33.42888,High,Medium,False
-70.75082,-33.42905333,High,High,True
-70.750585,-33.42897167,High,High,True
-70.750625,-33.42865,High,Medium,False
-70.75067,-33.428225,High,High,True
-70.75077833,-33.427855,Medium,High,False
-70.75087333,-33.427495,Medium,High,False
-70.75090833,-33.42712667,High,High,True
-70.75097333,-33.426785,High,High,True
-70.751085,-33.42645,High,High,True
-70.751195,-33.42608833,Medium,Medium,True
-70.75129333,-33.425775,Medium,High,False
-70.75133667,-33.42546667,Medium,High,False
-70.7514,-33.425105,Medium,High,False
-70.7514,-33.42485667,Medium,Medium,True
-70.75138167,-33.42456,Medium,High,False
-70.75147667,-33.424175,High,High,True
-70.751575,-33.42377167,Medium,High,False
-70.751655,-33.423365,Medium,High,False
-70.75173333,-33.42294333,Medium,Medium,True
-70.75183167,-33.42258667,Medium,High,False
-70.75191,-33.42216667,High,High,True
-70.751975,-33.42187833,Medium,High,False
-70.75202167,-33.421515,Medium,High,False
-70.75212833,-33.42105667,Low,Low,True
-70.75226,-33.42060167,Medium,Medium,True
-70.75237833,-33.4201,Medium,High,False
-70.752485,-33.41961833,High,High,True
-70.75261,-33.419175,High,High,True
-70.752685,-33.41876833,Medium,Low,False
-70.75276833,-33.41836,Medium,Medium,True
-70.75288167,-33.41793,Medium,High,False
-70.75298833,-33.41752333,Medium,Low,False
-70.75303333,-33.41716833,Medium,High,False
-70.75319667,-33.41653,Medium,High,False
-70.75326833,-33.41618667,Medium,High,False
-70.75332333,-33.41586333,Medium,Medium,True
-70.753405,-33.41553167,Medium,Medium,True
-70.75347167,-33.41522167,Medium,High,False
-70.75356333,-33.41486667,Medium,Medium,True
-70.753645,-33.41452667,Medium,High,False
-70.75374667,-33.41412167,Medium,High,False
-70.75381333,-33.41379333,Medium,High,False
-70.75541333,-33.413565,Medium,High,False
-70.75605333,-33.4136,Medium,High,False
-70.75671333,-33.41362833,Medium,High,False
-70.75739667,-33.41366333,Medium,High,False
-70.75799833,-33.41368167,Medium,High,False
-70.75857,-33.41371167,Medium,High,False
-70.75910667,-33.41373167,Medium,High,False
-70.75957333,-33.41376333,Medium,High,False
-70.760075,-33.41377167,High,High,True
-70.76043167,-33.4138,High,High,True
-70.76082833,-33.41384833,Medium,High,False
-70.76129833,-33.41389833,Medium,High,False
-70.761825,-33.41403667,Medium,High,False
-70.76228,-33.41415667,Medium,High,False
-70.76274667,-33.41426667,Medium,High,False
-70.76316333,-33.41435833,High,High,True
-70.76362833,-33.414445,Medium,High,False
-70.764105,-33.41450833,Medium,High,False
-70.76456,-33.41458333,Medium,High,False
-70.76495,-33.41466167,Medium,High,False
-70.76518833,-33.41476833,High,High,True
-70.76520167,-33.415045,High,High,True
-70.76519,-33.41533167,High,High,True
-70.76517333,-33.415615,High,High,True
-70.765175,-33.41588667,Medium,High,False
-70.765195,-33.41615167,High,High,True
-70.76517667,-33.41640667,High,High,True
-70.765155,-33.41676833,High,High,True
-70.76515667,-33.41706333,High,High,True
-70.76517167,-33.417345,High,High,True
-70.76518333,-33.41765167,High,High,True
-70.76496833,-33.41812333,High,High,True
-70.76444167,-33.41813,High,High,True
-70.764315,-33.41779167,High,High,True
-70.76432167,-33.41747333,High,Medium,False
-70.76432333,-33.41713833,High,High,True
-70.764315,-33.416845,High,Medium,False
-70.764315,-33.41651,High,High,True
-70.76430333,-33.41617667,Medium,Medium,True
-70.763985,-33.41607333,High,Medium,False
-70.76398333,-33.41575167,High,Medium,False
-70.76397167,-33.41543333,High,High,True
-70.76396833,-33.41511833,High,High,True
-70.76396667,-33.41479667,High,High,True
-70.763675,-33.41459,High,High,True
-70.76327,-33.41452,High,High,True
-70.762785,-33.41442167,High,High,True
-70.76224833,-33.41428333,High,High,True
-70.76169167,-33.41413167,High,High,True
-70.761125,-33.41403167,High,High,True
-70.76058333,-33.41397667,High,High,True
-70.75985667,-33.41391667,High,High,True
-70.75942,-33.41386833,High,High,True
-70.75886333,-33.413865,High,High,True
-70.75830667,-33.41385167,High,High,True
-70.757735,-33.41382,High,High,True
-70.75716,-33.41378167,High,High,True
-70.75666667,-33.41376667,Medium,High,False
-70.75613667,-33.41375167,Medium,High,False
-70.75559167,-33.41371333,High,High,True
-70.75504167,-33.41370167,High,High,True
-70.75349833,-33.41362667,High,High,True
-70.753075,-33.41360333,High,High,True
-70.752625,-33.41358667,High,High,True
-70.75213667,-33.41355333,High,High,True
-70.75161667,-33.41352167,High,High,True
-70.75115,-33.413505,High,High,True
-70.750645,-33.41347333,High,High,True
-70.75014667,-33.413435,High,High,True
-70.749655,-33.41341667,High,High,True
-70.74910833,-33.41340333,High,High,True
-70.74861333,-33.413355,High,High,True
-70.74816,-33.413345,High,High,True
-70.74774167,-33.41334333,Medium,High,False
-70.74737,-33.41333167,High,High,True
-70.74704667,-33.413325,High,High,True
-70.746695,-33.41330167,High,High,True
-70.74635,-33.4133,High,High,True
-70.74600833,-33.41330167,High,High,True
-70.745715,-33.41329,High,High,True
-70.74539667,-33.413285,High,High,True
-70.74509667,-33.41316,High,High,True
-70.74518333,-33.41285,Medium,High,False
-70.74533667,-33.41250667,Medium,High,False
-70.74553,-33.41213667,Medium,High,False
-70.74563833,-33.41181,Medium,High,False
-70.74589,-33.41118333,High,High,True
-70.74602167,-33.41091333,High,High,True
-70.74612667,-33.41055667,High,High,True
-70.74616167,-33.41021,Medium,High,False
-70.74614833,-33.40988667,Medium,High,False
-70.74612833,-33.40950667,Medium,High,False
-70.74610167,-33.40919833,Medium,High,False
-70.746075,-33.40891167,Medium,High,False
-70.74604167,-33.40854333,Medium,High,False
-70.74601,-33.40811,Medium,High,False
-70.74597833,-33.40778167,Medium,High,False
-70.74589167,-33.40741167,Medium,High,False
-70.745805,-33.40711333,Medium,High,False
-70.74571333,-33.40679167,High,High,True
-70.74562167,-33.40650667,High,High,True
-70.74553667,-33.406145,High,High,True
-70.74541,-33.4058,High,High,True
-70.74529167,-33.405525,High,High,True
-70.74515667,-33.405245,High,High,True
-70.74500667,-33.40492833,High,High,True
-70.74485,-33.40457167,High,Low,False
-70.74475,-33.40423167,High,High,True
-70.74475167,-33.40393667,High,Low,False
-70.74485,-33.40368833,High,High,True
-70.74497333,-33.40342333,High,High,True
-70.745095,-33.40315667,High,Medium,False
-70.74523667,-33.40287,High,High,True
-70.74539333,-33.40257667,High,High,True
-70.74556833,-33.40228833,High,High,True
-70.74571833,-33.40200333,High,High,True
-70.74585833,-33.40174,High,High,True
-70.74603167,-33.40143167,High,High,True
-70.746245,-33.401095,Medium,High,False
-70.74642167,-33.40079333,High,High,True
-70.74655,-33.40051333,High,High,True
-70.74662333,-33.40024833,Medium,High,False
-70.74655833,-33.39973,High,High,True
-70.746165,-33.39989,High,High,True
-70.74585667,-33.39999167,High,Medium,False
-70.74553167,-33.40013,High,High,True
-70.74518667,-33.400275,High,High,True
-70.74486167,-33.400415,High,High,True
-70.74456167,-33.40054833,High,High,True
-70.744235,-33.400695,High,High,True
-70.74389833,-33.40081667,Medium,High,False
-70.74354333,-33.400845,Medium,High,False
-70.74319667,-33.40076833,Medium,High,False
-70.74288833,-33.40064667,Medium,High,False
-70.74254833,-33.40051167,Medium,High,False
-70.74225667,-33.40040833,Medium,High,False
-70.7419,-33.40025833,High,High,True
-70.74151833,-33.40008,High,Low,False
-70.74112167,-33.39989667,High,Low,False
-70.74074333,-33.39974833,High,Low,False
-70.74044333,-33.39961333,High,High,True
-70.74007333,-33.39952167,High,Medium,False
-70.73969,-33.39955,Medium,Medium,True
-70.73940667,-33.39965333,Medium,High,False
-70.73907667,-33.39978667,Medium,High,False
-70.73870833,-33.39992,Medium,High,False
